Från Datum Tid (UTC);Till Datum Tid (UTC);Representativt dygn;Lufttemperatur;Kvalitet;;Tidsutsnitt:
2015-11-06 00:00:01;2015-11-07 00:00:00;2015-11-06;9.5;Y
2015-11-07 00:00:01;2015-11-08 00:00:00;2015-11-07;9.9;Y
2015-11-08 00:00:01;2015-11-09 00:00:00;2015-11-08;8.1;Y
2015-11-09 00:00:01;2015-11-10 00:00:00;2015-11-09;8.1;Y
2015-11-10 00:00:01;2015-11-11 00:00:00;2015-11-10;6.5;Y
2015-11-11 00:00:01;2015-11-12 00:00:00;2015-11-11;6.1;Y
2015-11-12 00:00:01;2015-11-13 00:00:00;2015-11-12;5.8;Y
2015-11-13 00:00:01;2015-11-14 00:00:00;2015-11-13;6.8;Y
2015-11-14 00:00:01;2015-11-15 00:00:00;2015-11-14;4.8;Y
2015-11-15 00:00:01;2015-11-16 00:00:00;2015-11-15;4.8;Y
2015-11-16 00:00:01;2015-11-17 00:00:00;2015-11-16;4.9;Y
2015-11-17 00:00:01;2015-11-18 00:00:00;2015-11-17;5.3;Y
2015-11-18 00:00:01;2015-11-19 00:00:00;2015-11-18;4.6;Y
2015-11-19 00:00:01;2015-11-20 00:00:00;2015-11-19;3.3;Y
2015-11-20 00:00:01;2015-11-21 00:00:00;2015-11-20;-0.2;Y
2015-11-21 00:00:01;2015-11-22 00:00:00;2015-11-21;-2.6;Y
2015-11-22 00:00:01;2015-11-23 00:00:00;2015-11-22;-2.5;Y
2015-11-23 00:00:01;2015-11-24 00:00:00;2015-11-23;-2.8;Y
2015-11-24 00:00:01;2015-11-25 00:00:00;2015-11-24;1.9;Y
2015-11-25 00:00:01;2015-11-26 00:00:00;2015-11-25;3.7;Y
2015-11-26 00:00:01;2015-11-27 00:00:00;2015-11-26;3.2;Y
2015-11-27 00:00:01;2015-11-28 00:00:00;2015-11-27;7.2;Y
2015-11-28 00:00:01;2015-11-29 00:00:00;2015-11-28;5.5;Y
2015-11-29 00:00:01;2015-11-30 00:00:00;2015-11-29;3.4;Y
2015-11-30 00:00:01;2015-12-01 00:00:00;2015-11-30;2.3;Y
2015-12-01 00:00:01;2015-12-02 00:00:00;2015-12-01;1.6;Y
2015-12-02 00:00:01;2015-12-03 00:00:00;2015-12-02;1.4;Y
2015-12-03 00:00:01;2015-12-04 00:00:00;2015-12-03;6.1;Y
2015-12-04 00:00:01;2015-12-05 00:00:00;2015-12-04;5.7;Y
2015-12-05 00:00:01;2015-12-06 00:00:00;2015-12-05;8.5;Y
2015-12-06 00:00:01;2015-12-07 00:00:00;2015-12-06;10.3;Y
2015-12-07 00:00:01;2015-12-08 00:00:00;2015-12-07;6.5;Y
2015-12-08 00:00:01;2015-12-09 00:00:00;2015-12-08;2.7;Y
2015-12-09 00:00:01;2015-12-10 00:00:00;2015-12-09;7.3;Y
2015-12-10 00:00:01;2015-12-11 00:00:00;2015-12-10;8.0;Y
2015-12-11 00:00:01;2015-12-12 00:00:00;2015-12-11;4.8;Y
2015-12-12 00:00:01;2015-12-13 00:00:00;2015-12-12;1.5;Y
2015-12-13 00:00:01;2015-12-14 00:00:00;2015-12-13;-1.2;Y
2015-12-14 00:00:01;2015-12-15 00:00:00;2015-12-14;-2.9;Y
2015-12-15 00:00:01;2015-12-16 00:00:00;2015-12-15;-1.5;Y
2015-12-16 00:00:01;2015-12-17 00:00:00;2015-12-16;-0.1;Y
2015-12-17 00:00:01;2015-12-18 00:00:00;2015-12-17;2.6;Y
2015-12-18 00:00:01;2015-12-19 00:00:00;2015-12-18;8.2;Y
2015-12-19 00:00:01;2015-12-20 00:00:00;2015-12-19;9.0;Y
2015-12-20 00:00:01;2015-12-21 00:00:00;2015-12-20;11.0;Y
2015-12-21 00:00:01;2015-12-22 00:00:00;2015-12-21;8.9;Y
2015-12-22 00:00:01;2015-12-23 00:00:00;2015-12-22;6.2;Y
2015-12-23 00:00:01;2015-12-24 00:00:00;2015-12-23;7.3;Y
2015-12-24 00:00:01;2015-12-25 00:00:00;2015-12-24;6.2;Y
2015-12-25 00:00:01;2015-12-26 00:00:00;2015-12-25;6.4;Y
2015-12-26 00:00:01;2015-12-27 00:00:00;2015-12-26;1.2;Y
2015-12-27 00:00:01;2015-12-28 00:00:00;2015-12-27;-1.8;Y
2015-12-28 00:00:01;2015-12-29 00:00:00;2015-12-28;-0.7;Y
2015-12-29 00:00:01;2015-12-30 00:00:00;2015-12-29;-0.4;Y
2015-12-30 00:00:01;2015-12-31 00:00:00;2015-12-30;1.9;Y
2015-12-31 00:00:01;2016-01-01 00:00:00;2015-12-31;2.1;Y
2016-01-01 00:00:01;2016-01-02 00:00:00;2016-01-01;1.0;Y
2016-01-02 00:00:01;2016-01-03 00:00:00;2016-01-02;-2.9;Y
2016-01-03 00:00:01;2016-01-04 00:00:00;2016-01-03;-4.6;Y
2016-01-04 00:00:01;2016-01-05 00:00:00;2016-01-04;-5.8;Y
2016-01-05 00:00:01;2016-01-06 00:00:00;2016-01-05;-7.9;Y
2016-01-06 00:00:01;2016-01-07 00:00:00;2016-01-06;-11.5;Y
2016-01-07 00:00:01;2016-01-08 00:00:00;2016-01-07;-10.3;Y
2016-01-08 00:00:01;2016-01-09 00:00:00;2016-01-08;-5.9;Y
2016-01-09 00:00:01;2016-01-10 00:00:00;2016-01-09;-7.7;Y
2016-01-10 00:00:01;2016-01-11 00:00:00;2016-01-10;-2.6;Y
2016-01-11 00:00:01;2016-01-12 00:00:00;2016-01-11;1.3;Y
2016-01-12 00:00:01;2016-01-13 00:00:00;2016-01-12;-3.6;Y
2016-01-13 00:00:01;2016-01-14 00:00:00;2016-01-13;-6.7;Y
2016-01-14 00:00:01;2016-01-15 00:00:00;2016-01-14;-12.5;Y
2016-01-15 00:00:01;2016-01-16 00:00:00;2016-01-15;-13.1;Y
2016-01-16 00:00:01;2016-01-17 00:00:00;2016-01-16;-12.2;Y
2016-01-17 00:00:01;2016-01-18 00:00:00;2016-01-17;-9.5;Y
2016-01-18 00:00:01;2016-01-19 00:00:00;2016-01-18;-6.3;Y
2016-01-19 00:00:01;2016-01-20 00:00:00;2016-01-19;-6.9;Y
2016-01-20 00:00:01;2016-01-21 00:00:00;2016-01-20;-7.7;Y
2016-01-21 00:00:01;2016-01-22 00:00:00;2016-01-21;-7.0;Y
2016-01-22 00:00:01;2016-01-23 00:00:00;2016-01-22;-9.8;Y
2016-01-23 00:00:01;2016-01-24 00:00:00;2016-01-23;-2.2;Y
2016-01-24 00:00:01;2016-01-25 00:00:00;2016-01-24;-0.0;Y
2016-01-25 00:00:01;2016-01-26 00:00:00;2016-01-25;0.7;Y
2016-01-26 00:00:01;2016-01-27 00:00:00;2016-01-26;4.0;Y
2016-01-27 00:00:01;2016-01-28 00:00:00;2016-01-27;5.5;Y
2016-01-28 00:00:01;2016-01-29 00:00:00;2016-01-28;3.6;Y
2016-01-29 00:00:01;2016-01-30 00:00:00;2016-01-29;4.4;Y
2016-01-30 00:00:01;2016-01-31 00:00:00;2016-01-30;4.0;Y
2016-01-31 00:00:01;2016-02-01 00:00:00;2016-01-31;1.3;Y
2016-02-01 00:00:01;2016-02-02 00:00:00;2016-02-01;-0.9;Y
2016-02-02 00:00:01;2016-02-03 00:00:00;2016-02-02;4.5;Y
2016-02-03 00:00:01;2016-02-04 00:00:00;2016-02-03;0.2;Y
2016-02-04 00:00:01;2016-02-05 00:00:00;2016-02-04;-0.9;Y
2016-02-05 00:00:01;2016-02-06 00:00:00;2016-02-05;-0.7;Y
2016-02-06 00:00:01;2016-02-07 00:00:00;2016-02-06;2.9;Y
2016-02-07 00:00:01;2016-02-08 00:00:00;2016-02-07;5.2;Y
2016-02-08 00:00:01;2016-02-09 00:00:00;2016-02-08;4.4;Y
2016-02-09 00:00:01;2016-02-10 00:00:00;2016-02-09;4.4;Y
2016-02-10 00:00:01;2016-02-11 00:00:00;2016-02-10;3.7;Y
2016-02-11 00:00:01;2016-02-12 00:00:00;2016-02-11;1.2;Y
2016-02-12 00:00:01;2016-02-13 00:00:00;2016-02-12;-1.1;Y
2016-02-13 00:00:01;2016-02-14 00:00:00;2016-02-13;-0.5;Y
2016-02-14 00:00:01;2016-02-15 00:00:00;2016-02-14;-2.3;Y
2016-02-15 00:00:01;2016-02-16 00:00:00;2016-02-15;-4.5;Y
2016-02-16 00:00:01;2016-02-17 00:00:00;2016-02-16;-3.4;Y
2016-02-17 00:00:01;2016-02-18 00:00:00;2016-02-17;-0.8;Y
2016-02-18 00:00:01;2016-02-19 00:00:00;2016-02-18;0.8;Y
2016-02-19 00:00:01;2016-02-20 00:00:00;2016-02-19;0.7;Y
2016-02-20 00:00:01;2016-02-21 00:00:00;2016-02-20;0.9;Y
2016-02-21 00:00:01;2016-02-22 00:00:00;2016-02-21;1.8;Y
2016-02-22 00:00:01;2016-02-23 00:00:00;2016-02-22;1.4;Y
2016-02-23 00:00:01;2016-02-24 00:00:00;2016-02-23;-0.6;Y
2016-02-24 00:00:01;2016-02-25 00:00:00;2016-02-24;-0.4;Y
2016-02-25 00:00:01;2016-02-26 00:00:00;2016-02-25;-0.2;Y
2016-02-26 00:00:01;2016-02-27 00:00:00;2016-02-26;-1.0;Y
2016-02-27 00:00:01;2016-02-28 00:00:00;2016-02-27;-0.4;Y
2016-02-28 00:00:01;2016-02-29 00:00:00;2016-02-28;-0.1;Y
2016-02-29 00:00:01;2016-03-01 00:00:00;2016-02-29;0.2;Y
2016-03-01 00:00:01;2016-03-02 00:00:00;2016-03-01;-0.3;Y
2016-03-02 00:00:01;2016-03-03 00:00:00;2016-03-02;0.1;Y
2016-03-03 00:00:01;2016-03-04 00:00:00;2016-03-03;2.0;Y
2016-03-04 00:00:01;2016-03-05 00:00:00;2016-03-04;2.1;Y
2016-03-05 00:00:01;2016-03-06 00:00:00;2016-03-05;0.6;Y
2016-03-06 00:00:01;2016-03-07 00:00:00;2016-03-06;0.9;Y
2016-03-07 00:00:01;2016-03-08 00:00:00;2016-03-07;2.2;Y
2016-03-08 00:00:01;2016-03-09 00:00:00;2016-03-08;3.1;Y
2016-03-09 00:00:01;2016-03-10 00:00:00;2016-03-09;2.7;Y
2016-03-10 00:00:01;2016-03-11 00:00:00;2016-03-10;2.4;Y
2016-03-11 00:00:01;2016-03-12 00:00:00;2016-03-11;3.2;Y
2016-03-12 00:00:01;2016-03-13 00:00:00;2016-03-12;2.2;Y
2016-03-13 00:00:01;2016-03-14 00:00:00;2016-03-13;1.2;Y
2016-03-14 00:00:01;2016-03-15 00:00:00;2016-03-14;5.6;Y
2016-03-15 00:00:01;2016-03-16 00:00:00;2016-03-15;5.7;Y
2016-03-16 00:00:01;2016-03-17 00:00:00;2016-03-16;5.9;Y
2016-03-17 00:00:01;2016-03-18 00:00:00;2016-03-17;6.7;Y
2016-03-18 00:00:01;2016-03-19 00:00:00;2016-03-18;1.5;Y
2016-03-19 00:00:01;2016-03-20 00:00:00;2016-03-19;1.1;Y
2016-03-20 00:00:01;2016-03-21 00:00:00;2016-03-20;1.2;Y
2016-03-21 00:00:01;2016-03-22 00:00:00;2016-03-21;1.9;Y
2016-03-22 00:00:01;2016-03-23 00:00:00;2016-03-22;1.0;Y
2016-03-23 00:00:01;2016-03-24 00:00:00;2016-03-23;2.0;Y
2016-03-24 00:00:01;2016-03-25 00:00:00;2016-03-24;2.0;Y
2016-03-25 00:00:01;2016-03-26 00:00:00;2016-03-25;4.5;Y
2016-03-26 00:00:01;2016-03-27 00:00:00;2016-03-26;6.7;Y
2016-03-27 00:00:01;2016-03-28 00:00:00;2016-03-27;5.8;Y
2016-03-28 00:00:01;2016-03-29 00:00:00;2016-03-28;7.2;Y
2016-03-29 00:00:01;2016-03-30 00:00:00;2016-03-29;6.9;Y
2016-03-30 00:00:01;2016-03-31 00:00:00;2016-03-30;6.2;Y
2016-03-31 00:00:01;2016-04-01 00:00:00;2016-03-31;4.4;Y
2016-04-01 00:00:01;2016-04-02 00:00:00;2016-04-01;4.8;Y
2016-04-02 00:00:01;2016-04-03 00:00:00;2016-04-02;4.8;Y
2016-04-03 00:00:01;2016-04-04 00:00:00;2016-04-03;8.6;Y
2016-04-04 00:00:01;2016-04-05 00:00:00;2016-04-04;4.8;Y
2016-04-05 00:00:01;2016-04-06 00:00:00;2016-04-05;7.4;Y
2016-04-06 00:00:01;2016-04-07 00:00:00;2016-04-06;6.7;Y
2016-04-07 00:00:01;2016-04-08 00:00:00;2016-04-07;6.5;Y
2016-04-08 00:00:01;2016-04-09 00:00:00;2016-04-08;6.3;Y
2016-04-09 00:00:01;2016-04-10 00:00:00;2016-04-09;6.6;Y
2016-04-10 00:00:01;2016-04-11 00:00:00;2016-04-10;6.7;Y
2016-04-11 00:00:01;2016-04-12 00:00:00;2016-04-11;8.2;Y
2016-04-12 00:00:01;2016-04-13 00:00:00;2016-04-12;8.6;Y
2016-04-13 00:00:01;2016-04-14 00:00:00;2016-04-13;8.4;Y
2016-04-14 00:00:01;2016-04-15 00:00:00;2016-04-14;4.3;Y
2016-04-15 00:00:01;2016-04-16 00:00:00;2016-04-15;7.2;Y
2016-04-16 00:00:01;2016-04-17 00:00:00;2016-04-16;5.7;Y
2016-04-17 00:00:01;2016-04-18 00:00:00;2016-04-17;7.1;Y
2016-04-18 00:00:01;2016-04-19 00:00:00;2016-04-18;8.4;Y
2016-04-19 00:00:01;2016-04-20 00:00:00;2016-04-19;7.1;Y
2016-04-20 00:00:01;2016-04-21 00:00:00;2016-04-20;6.8;Y
2016-04-21 00:00:01;2016-04-22 00:00:00;2016-04-21;7.6;Y
2016-04-22 00:00:01;2016-04-23 00:00:00;2016-04-22;5.1;Y
2016-04-23 00:00:01;2016-04-24 00:00:00;2016-04-23;4.3;Y
2016-04-24 00:00:01;2016-04-25 00:00:00;2016-04-24;2.6;Y
2016-04-25 00:00:01;2016-04-26 00:00:00;2016-04-25;3.2;Y
2016-04-26 00:00:01;2016-04-27 00:00:00;2016-04-26;5.7;Y
2016-04-27 00:00:01;2016-04-28 00:00:00;2016-04-27;3.5;Y
2016-04-28 00:00:01;2016-04-29 00:00:00;2016-04-28;4.5;Y
2016-04-29 00:00:01;2016-04-30 00:00:00;2016-04-29;6.9;Y
2016-04-30 00:00:01;2016-05-01 00:00:00;2016-04-30;8.4;Y
2016-05-01 00:00:01;2016-05-02 00:00:00;2016-05-01;10.5;Y
2016-05-02 00:00:01;2016-05-03 00:00:00;2016-05-02;12.0;Y
2016-05-03 00:00:01;2016-05-04 00:00:00;2016-05-03;13.2;Y
2016-05-04 00:00:01;2016-05-05 00:00:00;2016-05-04;13.6;Y
2016-05-05 00:00:01;2016-05-06 00:00:00;2016-05-05;13.9;Y
2016-05-06 00:00:01;2016-05-07 00:00:00;2016-05-06;14.2;Y
2016-05-07 00:00:01;2016-05-08 00:00:00;2016-05-07;15.8;Y
2016-05-08 00:00:01;2016-05-09 00:00:00;2016-05-08;16.6;Y
2016-05-09 00:00:01;2016-05-10 00:00:00;2016-05-09;19.1;Y
2016-05-10 00:00:01;2016-05-11 00:00:00;2016-05-10;19.3;Y
2016-05-11 00:00:01;2016-05-12 00:00:00;2016-05-11;11.3;Y
2016-05-12 00:00:01;2016-05-13 00:00:00;2016-05-12;11.3;Y
2016-05-13 00:00:01;2016-05-14 00:00:00;2016-05-13;10.5;Y
2016-05-14 00:00:01;2016-05-15 00:00:00;2016-05-14;7.5;Y
2016-05-15 00:00:01;2016-05-16 00:00:00;2016-05-15;6.7;Y
2016-05-16 00:00:01;2016-05-17 00:00:00;2016-05-16;8.3;Y
2016-05-17 00:00:01;2016-05-18 00:00:00;2016-05-17;8.9;Y
2016-05-18 00:00:01;2016-05-19 00:00:00;2016-05-18;12.0;Y
2016-05-19 00:00:01;2016-05-20 00:00:00;2016-05-19;14.0;Y
2016-05-20 00:00:01;2016-05-21 00:00:00;2016-05-20;14.4;Y
2016-05-21 00:00:01;2016-05-22 00:00:00;2016-05-21;13.6;Y
2016-05-22 00:00:01;2016-05-23 00:00:00;2016-05-22;15.8;Y
2016-05-23 00:00:01;2016-05-24 00:00:00;2016-05-23;17.5;Y
2016-05-24 00:00:01;2016-05-25 00:00:00;2016-05-24;17.7;Y
2016-05-25 00:00:01;2016-05-26 00:00:00;2016-05-25;10.9;Y
2016-05-26 00:00:01;2016-05-27 00:00:00;2016-05-26;9.2;Y
2016-05-27 00:00:01;2016-05-28 00:00:00;2016-05-27;10.1;Y
2016-05-28 00:00:01;2016-05-29 00:00:00;2016-05-28;12.4;Y
2016-05-29 00:00:01;2016-05-30 00:00:00;2016-05-29;13.3;Y
2016-05-30 00:00:01;2016-05-31 00:00:00;2016-05-30;15.8;Y
2016-05-31 00:00:01;2016-06-01 00:00:00;2016-05-31;18.0;Y
2016-06-01 00:00:01;2016-06-02 00:00:00;2016-06-01;18.9;Y
2016-06-02 00:00:01;2016-06-03 00:00:00;2016-06-02;21.1;Y
2016-06-03 00:00:01;2016-06-04 00:00:00;2016-06-03;20.5;Y
2016-06-04 00:00:01;2016-06-05 00:00:00;2016-06-04;14.8;Y
2016-06-05 00:00:01;2016-06-06 00:00:00;2016-06-05;12.4;Y
2016-06-06 00:00:01;2016-06-07 00:00:00;2016-06-06;13.1;Y
2016-06-07 00:00:01;2016-06-08 00:00:00;2016-06-07;18.7;Y
2016-06-08 00:00:01;2016-06-09 00:00:00;2016-06-08;12.8;Y
2016-06-09 00:00:01;2016-06-10 00:00:00;2016-06-09;11.0;Y
2016-06-10 00:00:01;2016-06-11 00:00:00;2016-06-10;9.5;Y
2016-06-11 00:00:01;2016-06-12 00:00:00;2016-06-11;10.3;Y
2016-06-12 00:00:01;2016-06-13 00:00:00;2016-06-12;12.6;Y
2016-06-13 00:00:01;2016-06-14 00:00:00;2016-06-13;16.8;Y
2016-06-14 00:00:01;2016-06-15 00:00:00;2016-06-14;16.3;Y
2016-06-15 00:00:01;2016-06-16 00:00:00;2016-06-15;17.4;Y
2016-06-16 00:00:01;2016-06-17 00:00:00;2016-06-16;14.2;Y
2016-06-17 00:00:01;2016-06-18 00:00:00;2016-06-17;16.6;Y
2016-06-18 00:00:01;2016-06-19 00:00:00;2016-06-18;13.7;Y
2016-06-19 00:00:01;2016-06-20 00:00:00;2016-06-19;16.6;Y
2016-06-20 00:00:01;2016-06-21 00:00:00;2016-06-20;16.7;Y
2016-06-21 00:00:01;2016-06-22 00:00:00;2016-06-21;17.8;Y
2016-06-22 00:00:01;2016-06-23 00:00:00;2016-06-22;19.4;Y
2016-06-23 00:00:01;2016-06-24 00:00:00;2016-06-23;20.2;Y
2016-06-24 00:00:01;2016-06-25 00:00:00;2016-06-24;17.4;Y
2016-06-25 00:00:01;2016-06-26 00:00:00;2016-06-25;23.1;Y
2016-06-26 00:00:01;2016-06-27 00:00:00;2016-06-26;19.0;Y
2016-06-27 00:00:01;2016-06-28 00:00:00;2016-06-27;18.7;Y
2016-06-28 00:00:01;2016-06-29 00:00:00;2016-06-28;18.9;Y
2016-06-29 00:00:01;2016-06-30 00:00:00;2016-06-29;17.7;Y
2016-06-30 00:00:01;2016-07-01 00:00:00;2016-06-30;19.1;Y
2016-07-01 00:00:01;2016-07-02 00:00:00;2016-07-01;18.6;Y
2016-07-02 00:00:01;2016-07-03 00:00:00;2016-07-02;18.7;Y
2016-07-03 00:00:01;2016-07-04 00:00:00;2016-07-03;16.3;Y
2016-07-04 00:00:01;2016-07-05 00:00:00;2016-07-04;17.1;Y
2016-07-05 00:00:01;2016-07-06 00:00:00;2016-07-05;17.0;Y
2016-07-06 00:00:01;2016-07-07 00:00:00;2016-07-06;18.0;Y
2016-07-07 00:00:01;2016-07-08 00:00:00;2016-07-07;17.4;Y
2016-07-08 00:00:01;2016-07-09 00:00:00;2016-07-08;18.4;Y
2016-07-09 00:00:01;2016-07-10 00:00:00;2016-07-09;18.8;Y
2016-07-10 00:00:01;2016-07-11 00:00:00;2016-07-10;18.8;Y
2016-07-11 00:00:01;2016-07-12 00:00:00;2016-07-11;19.8;Y
2016-07-12 00:00:01;2016-07-13 00:00:00;2016-07-12;18.7;Y
2016-07-13 00:00:01;2016-07-14 00:00:00;2016-07-13;17.2;Y
2016-07-14 00:00:01;2016-07-15 00:00:00;2016-07-14;18.1;Y
2016-07-15 00:00:01;2016-07-16 00:00:00;2016-07-15;17.1;Y
2016-07-16 00:00:01;2016-07-17 00:00:00;2016-07-16;18.5;Y
2016-07-17 00:00:01;2016-07-18 00:00:00;2016-07-17;18.5;Y
2016-07-18 00:00:01;2016-07-19 00:00:00;2016-07-18;17.7;Y
2016-07-19 00:00:01;2016-07-20 00:00:00;2016-07-19;18.2;Y
2016-07-20 00:00:01;2016-07-21 00:00:00;2016-07-20;20.3;Y
2016-07-21 00:00:01;2016-07-22 00:00:00;2016-07-21;19.7;Y
2016-07-22 00:00:01;2016-07-23 00:00:00;2016-07-22;20.3;Y
2016-07-23 00:00:01;2016-07-24 00:00:00;2016-07-23;20.5;Y
2016-07-24 00:00:01;2016-07-25 00:00:00;2016-07-24;22.2;Y
2016-07-25 00:00:01;2016-07-26 00:00:00;2016-07-25;22.4;Y
2016-07-26 00:00:01;2016-07-27 00:00:00;2016-07-26;21.1;Y
2016-07-27 00:00:01;2016-07-28 00:00:00;2016-07-27;19.2;Y
2016-07-28 00:00:01;2016-07-29 00:00:00;2016-07-28;19.8;Y
2016-07-29 00:00:01;2016-07-30 00:00:00;2016-07-29;20.3;Y
2016-07-30 00:00:01;2016-07-31 00:00:00;2016-07-30;20.5;Y
2016-07-31 00:00:01;2016-08-01 00:00:00;2016-07-31;18.6;Y
2016-08-01 00:00:01;2016-08-02 00:00:00;2016-08-01;18.7;Y
2016-08-02 00:00:01;2016-08-03 00:00:00;2016-08-02;17.6;Y
2016-08-03 00:00:01;2016-08-04 00:00:00;2016-08-03;17.4;Y
2016-08-04 00:00:01;2016-08-05 00:00:00;2016-08-04;17.9;Y
2016-08-05 00:00:01;2016-08-06 00:00:00;2016-08-05;19.1;Y
2016-08-06 00:00:01;2016-08-07 00:00:00;2016-08-06;19.2;Y
2016-08-07 00:00:01;2016-08-08 00:00:00;2016-08-07;19.7;Y
2016-08-08 00:00:01;2016-08-09 00:00:00;2016-08-08;19.0;Y
2016-08-09 00:00:01;2016-08-10 00:00:00;2016-08-09;16.0;Y
2016-08-10 00:00:01;2016-08-11 00:00:00;2016-08-10;14.1;Y
2016-08-11 00:00:01;2016-08-12 00:00:00;2016-08-11;12.4;Y
2016-08-12 00:00:01;2016-08-13 00:00:00;2016-08-12;14.5;Y
2016-08-13 00:00:01;2016-08-14 00:00:00;2016-08-13;18.1;Y
2016-08-14 00:00:01;2016-08-15 00:00:00;2016-08-14;15.4;Y
2016-08-15 00:00:01;2016-08-16 00:00:00;2016-08-15;13.7;Y
2016-08-16 00:00:01;2016-08-17 00:00:00;2016-08-16;15.3;Y
2016-08-17 00:00:01;2016-08-18 00:00:00;2016-08-17;14.2;Y
2016-08-18 00:00:01;2016-08-19 00:00:00;2016-08-18;14.2;Y
2016-08-19 00:00:01;2016-08-20 00:00:00;2016-08-19;16.0;Y
2016-08-20 00:00:01;2016-08-21 00:00:00;2016-08-20;17.7;Y
2016-08-21 00:00:01;2016-08-22 00:00:00;2016-08-21;16.8;Y
2016-08-22 00:00:01;2016-08-23 00:00:00;2016-08-22;18.6;Y
2016-08-23 00:00:01;2016-08-24 00:00:00;2016-08-23;18.5;Y
2016-08-24 00:00:01;2016-08-25 00:00:00;2016-08-24;18.9;Y
2016-08-25 00:00:01;2016-08-26 00:00:00;2016-08-25;19.5;Y
2016-08-26 00:00:01;2016-08-27 00:00:00;2016-08-26;21.2;Y
2016-08-27 00:00:01;2016-08-28 00:00:00;2016-08-27;18.4;Y
2016-08-28 00:00:01;2016-08-29 00:00:00;2016-08-28;14.2;Y
2016-08-29 00:00:01;2016-08-30 00:00:00;2016-08-29;14.3;Y
2016-08-30 00:00:01;2016-08-31 00:00:00;2016-08-30;14.6;Y
2016-08-31 00:00:01;2016-09-01 00:00:00;2016-08-31;17.9;Y
2016-09-01 00:00:01;2016-09-02 00:00:00;2016-09-01;17.3;Y
2016-09-02 00:00:01;2016-09-03 00:00:00;2016-09-02;16.9;Y
2016-09-03 00:00:01;2016-09-04 00:00:00;2016-09-03;15.5;Y
2016-09-04 00:00:01;2016-09-05 00:00:00;2016-09-04;14.3;Y
2016-09-05 00:00:01;2016-09-06 00:00:00;2016-09-05;14.0;Y
2016-09-06 00:00:01;2016-09-07 00:00:00;2016-09-06;16.7;Y
2016-09-07 00:00:01;2016-09-08 00:00:00;2016-09-07;20.4;Y
2016-09-08 00:00:01;2016-09-09 00:00:00;2016-09-08;16.4;Y
2016-09-09 00:00:01;2016-09-10 00:00:00;2016-09-09;16.8;Y
2016-09-10 00:00:01;2016-09-11 00:00:00;2016-09-10;18.6;Y
2016-09-11 00:00:01;2016-09-12 00:00:00;2016-09-11;18.4;Y
2016-09-12 00:00:01;2016-09-13 00:00:00;2016-09-12;16.6;Y
2016-09-13 00:00:01;2016-09-14 00:00:00;2016-09-13;17.7;Y
2016-09-14 00:00:01;2016-09-15 00:00:00;2016-09-14;17.5;Y
2016-09-15 00:00:01;2016-09-16 00:00:00;2016-09-15;18.2;Y
2016-09-16 00:00:01;2016-09-17 00:00:00;2016-09-16;12.8;Y
2016-09-17 00:00:01;2016-09-18 00:00:00;2016-09-17;13.1;Y
2016-09-18 00:00:01;2016-09-19 00:00:00;2016-09-18;13.1;Y
2016-09-19 00:00:01;2016-09-20 00:00:00;2016-09-19;14.5;Y
2016-09-20 00:00:01;2016-09-21 00:00:00;2016-09-20;14.1;Y
2016-09-21 00:00:01;2016-09-22 00:00:00;2016-09-21;13.1;Y
2016-09-22 00:00:01;2016-09-23 00:00:00;2016-09-22;12.6;Y
2016-09-23 00:00:01;2016-09-24 00:00:00;2016-09-23;11.9;Y
2016-09-24 00:00:01;2016-09-25 00:00:00;2016-09-24;13.0;Y
2016-09-25 00:00:01;2016-09-26 00:00:00;2016-09-25;14.0;Y
2016-09-26 00:00:01;2016-09-27 00:00:00;2016-09-26;15.2;Y
2016-09-27 00:00:01;2016-09-28 00:00:00;2016-09-27;14.8;Y
2016-09-28 00:00:01;2016-09-29 00:00:00;2016-09-28;14.1;Y
2016-09-29 00:00:01;2016-09-30 00:00:00;2016-09-29;13.5;Y
2016-09-30 00:00:01;2016-10-01 00:00:00;2016-09-30;13.1;Y
2016-10-01 00:00:01;2016-10-02 00:00:00;2016-10-01;11.9;Y
2016-10-02 00:00:01;2016-10-03 00:00:00;2016-10-02;10.6;Y
2016-10-03 00:00:01;2016-10-04 00:00:00;2016-10-03;8.4;Y
2016-10-04 00:00:01;2016-10-05 00:00:00;2016-10-04;7.5;Y
2016-10-05 00:00:01;2016-10-06 00:00:00;2016-10-05;6.8;Y
2016-10-06 00:00:01;2016-10-07 00:00:00;2016-10-06;8.4;Y
2016-10-07 00:00:01;2016-10-08 00:00:00;2016-10-07;8.1;Y
2016-10-08 00:00:01;2016-10-09 00:00:00;2016-10-08;7.7;Y
2016-10-09 00:00:01;2016-10-10 00:00:00;2016-10-09;8.1;Y
2016-10-10 00:00:01;2016-10-11 00:00:00;2016-10-10;7.2;Y
2016-10-11 00:00:01;2016-10-12 00:00:00;2016-10-11;7.8;Y
2016-10-12 00:00:01;2016-10-13 00:00:00;2016-10-12;7.0;Y
2016-10-13 00:00:01;2016-10-14 00:00:00;2016-10-13;5.7;Y
2016-10-14 00:00:01;2016-10-15 00:00:00;2016-10-14;5.7;Y
2016-10-15 00:00:01;2016-10-16 00:00:00;2016-10-15;6.2;Y
2016-10-16 00:00:01;2016-10-17 00:00:00;2016-10-16;7.0;Y
2016-10-17 00:00:01;2016-10-18 00:00:00;2016-10-17;8.2;Y
