,date,mark,comment
517,2020-06-26,-23,Coronavirus 2019-nCoV
518,2020-06-27,-23,Coronavirus 2019-nCoV
519,2020-06-28,-23,Coronavirus 2019-nCoV
520,2020-06-29,-23,Coronavirus 2019-nCoV
521,2020-06-30,-23,Coronavirus 2019-nCoV
522,2020-07-01,-23,Coronavirus 2019-nCoV
523,2020-07-02,-23,Coronavirus 2019-nCoV
524,2020-07-03,-23,Coronavirus 2019-nCoV
525,2020-07-04,-23,Coronavirus 2019-nCoV
526,2020-07-05,-23,Coronavirus 2019-nCoV
527,2020-07-06,-23,Coronavirus 2019-nCoV
528,2020-07-07,-23,Coronavirus 2019-nCoV
529,2020-07-08,-23,Coronavirus 2019-nCoV
530,2020-07-09,-23,Coronavirus 2019-nCoV
531,2020-07-10,-23,Coronavirus 2019-nCoV
532,2020-07-11,-23,Coronavirus 2019-nCoV
533,2020-07-12,-23,Coronavirus 2019-nCoV
534,2020-07-13,-23,Coronavirus 2019-nCoV
535,2020-07-14,-23,Coronavirus 2019-nCoV
536,2020-07-15,-23,Coronavirus 2019-nCoV
537,2020-07-16,-23,Coronavirus 2019-nCoV
538,2020-07-17,-23,Coronavirus 2019-nCoV
539,2020-07-18,-23,Coronavirus 2019-nCoV
540,2020-07-19,-23,Coronavirus 2019-nCoV
541,2020-07-20,-23,Coronavirus 2019-nCoV
542,2020-07-21,-23,Coronavirus 2019-nCoV
543,2020-07-22,-23,Coronavirus 2019-nCoV
544,2020-07-23,-23,Coronavirus 2019-nCoV
545,2020-07-24,-23,Coronavirus 2019-nCoV
546,2020-07-25,-23,Coronavirus 2019-nCoV
547,2020-07-26,-23,Coronavirus 2019-nCoV
548,2020-07-27,-23,Coronavirus 2019-nCoV
549,2020-07-28,-23,Coronavirus 2019-nCoV
550,2020-07-29,-23,Coronavirus 2019-nCoV
551,2020-07-30,-23,Coronavirus 2019-nCoV
552,2020-07-31,-23,Coronavirus 2019-nCoV
553,2020-08-01,-23,Coronavirus 2019-nCoV
554,2020-06-21,-24,Coronavirus 2019-nCoV
555,2020-06-22,-24,Coronavirus 2019-nCoV
556,2020-06-23,-24,Coronavirus 2019-nCoV
557,2020-06-24,-24,Coronavirus 2019-nCoV
558,2020-06-25,-24,Coronavirus 2019-nCoV
559,2020-06-15,-25,Coronavirus 2019-nCoV
560,2020-06-16,-25,Coronavirus 2019-nCoV
561,2020-06-17,-25,Coronavirus 2019-nCoV
562,2020-06-18,-25,Coronavirus 2019-nCoV
563,2020-06-19,-25,Coronavirus 2019-nCoV
564,2020-06-20,-25,Coronavirus 2019-nCoV
565,2020-06-08,-26,Coronavirus 2019-nCoV
566,2020-06-09,-26,Coronavirus 2019-nCoV
567,2020-06-10,-26,Coronavirus 2019-nCoV
568,2020-06-11,-26,Coronavirus 2019-nCoV
569,2020-06-12,-26,Coronavirus 2019-nCoV
570,2020-06-13,-26,Coronavirus 2019-nCoV
571,2020-06-14,-26,Coronavirus 2019-nCoV
572,2020-06-05,-27,Coronavirus 2019-nCoV
573,2020-06-06,-27,Coronavirus 2019-nCoV
574,2020-06-07,-27,Coronavirus 2019-nCoV
575,2020-06-02,-28,Coronavirus 2019-nCoV
576,2020-06-03,-28,Coronavirus 2019-nCoV
577,2020-06-04,-28,Coronavirus 2019-nCoV
578,2020-05-25,-29,Coronavirus 2019-nCoV
579,2020-05-26,-29,Coronavirus 2019-nCoV
580,2020-05-27,-29,Coronavirus 2019-nCoV
581,2020-05-28,-29,Coronavirus 2019-nCoV
582,2020-05-29,-29,Coronavirus 2019-nCoV
583,2020-05-30,-29,Coronavirus 2019-nCoV
584,2020-05-31,-29,Coronavirus 2019-nCoV
585,2020-06-01,-29,Coronavirus 2019-nCoV
586,2020-03-31,-30,Coronavirus 2019-nCoV
587,2020-04-01,-30,Coronavirus 2019-nCoV
588,2020-04-02,-30,Coronavirus 2019-nCoV
589,2020-04-03,-30,Coronavirus 2019-nCoV
590,2020-04-04,-30,Coronavirus 2019-nCoV
591,2020-04-05,-30,Coronavirus 2019-nCoV
592,2020-04-06,-30,Coronavirus 2019-nCoV
593,2020-04-07,-30,Coronavirus 2019-nCoV
594,2020-04-08,-30,Coronavirus 2019-nCoV
595,2020-04-09,-30,Coronavirus 2019-nCoV
596,2020-04-10,-30,Coronavirus 2019-nCoV
597,2020-04-11,-30,Coronavirus 2019-nCoV
598,2020-04-12,-30,Coronavirus 2019-nCoV
599,2020-04-13,-30,Coronavirus 2019-nCoV
600,2020-04-14,-30,Coronavirus 2019-nCoV
601,2020-04-15,-30,Coronavirus 2019-nCoV
602,2020-04-16,-30,Coronavirus 2019-nCoV
603,2020-04-17,-30,Coronavirus 2019-nCoV
604,2020-04-18,-30,Coronavirus 2019-nCoV
605,2020-04-19,-30,Coronavirus 2019-nCoV
606,2020-04-20,-30,Coronavirus 2019-nCoV
607,2020-04-21,-30,Coronavirus 2019-nCoV
608,2020-04-22,-30,Coronavirus 2019-nCoV
609,2020-04-23,-30,Coronavirus 2019-nCoV
610,2020-04-24,-30,Coronavirus 2019-nCoV
611,2020-04-25,-30,Coronavirus 2019-nCoV
612,2020-04-26,-30,Coronavirus 2019-nCoV
613,2020-04-27,-30,Coronavirus 2019-nCoV
614,2020-04-28,-30,Coronavirus 2019-nCoV
615,2020-04-29,-30,Coronavirus 2019-nCoV
616,2020-04-30,-30,Coronavirus 2019-nCoV
617,2020-05-01,-30,Coronavirus 2019-nCoV
618,2020-05-02,-30,Coronavirus 2019-nCoV
619,2020-05-03,-30,Coronavirus 2019-nCoV
620,2020-05-04,-30,Coronavirus 2019-nCoV
621,2020-05-05,-30,Coronavirus 2019-nCoV
622,2020-05-06,-30,Coronavirus 2019-nCoV
623,2020-05-07,-30,Coronavirus 2019-nCoV
624,2020-05-08,-30,Coronavirus 2019-nCoV
625,2020-05-09,-30,Coronavirus 2019-nCoV
626,2020-05-10,-30,Coronavirus 2019-nCoV
627,2020-05-11,-30,Coronavirus 2019-nCoV
628,2020-05-12,-30,Coronavirus 2019-nCoV
629,2020-05-13,-30,Coronavirus 2019-nCoV
630,2020-05-14,-30,Coronavirus 2019-nCoV
631,2020-05-15,-30,Coronavirus 2019-nCoV
632,2020-05-16,-30,Coronavirus 2019-nCoV
633,2020-05-17,-30,Coronavirus 2019-nCoV
634,2020-05-18,-30,Coronavirus 2019-nCoV
635,2020-05-19,-30,Coronavirus 2019-nCoV
636,2020-05-20,-30,Coronavirus 2019-nCoV
637,2020-05-21,-30,Coronavirus 2019-nCoV
638,2020-05-22,-30,Coronavirus 2019-nCoV
639,2020-05-23,-30,Coronavirus 2019-nCoV
640,2020-05-24,-30,Coronavirus 2019-nCoV
641,2020-03-29,-29,Coronavirus 2019-nCoV
642,2020-03-30,-29,Coronavirus 2019-nCoV
643,2020-03-27,-28,Coronavirus 2019-nCoV
644,2020-03-28,-28,Coronavirus 2019-nCoV
645,2020-03-25,-27,Coronavirus 2019-nCoV
646,2020-03-26,-27,Coronavirus 2019-nCoV
647,2020-03-23,-26,Coronavirus 2019-nCoV
648,2020-03-24,-26,Coronavirus 2019-nCoV
649,2020-03-21,-25,Coronavirus 2019-nCoV
650,2020-03-22,-25,Coronavirus 2019-nCoV
651,2020-03-19,-24,Coronavirus 2019-nCoV
652,2020-03-20,-24,Coronavirus 2019-nCoV
653,2020-03-17,-23,Coronavirus 2019-nCoV
654,2020-03-18,-23,Coronavirus 2019-nCoV
655,2020-03-15,-22,Coronavirus 2019-nCoV
656,2020-03-16,-22,Coronavirus 2019-nCoV
657,2020-03-14,-21,"Coronavirus 2019-nCoV, Swedish State Departement advise against non-essential travel to all coutries"
658,2020-03-13,-20,Coronavirus 2019-nCoV
659,2020-03-12,-19,"Coronavirus 2019-nCoV, all inbound flights from Europe stopped by US govn"
660,2020-02-27,-17,Coronavirus 2019-nCoV
661,2020-02-28,-17,Coronavirus 2019-nCoV
662,2020-02-29,-17,Coronavirus 2019-nCoV
663,2020-03-01,-17,Coronavirus 2019-nCoV
664,2020-03-02,-17,Coronavirus 2019-nCoV
665,2020-03-03,-17,Coronavirus 2019-nCoV
666,2020-03-04,-17,Coronavirus 2019-nCoV
667,2020-03-05,-17,Coronavirus 2019-nCoV
668,2020-03-06,-17,Coronavirus 2019-nCoV
669,2020-03-07,-17,Coronavirus 2019-nCoV
670,2020-03-08,-17,Coronavirus 2019-nCoV
671,2020-03-09,-17,Coronavirus 2019-nCoV
672,2020-03-10,-17,Coronavirus 2019-nCoV
673,2020-03-11,-17,Coronavirus 2019-nCoV
674,2020-03-07,-4,Eurovision Sweden finals
675,2020-02-26,-13,Coronavirus 2019-nCoV Andra faller bekräftat i Sverige (Göteborg)
676,2020-02-25,-10,Coronavirus 2019-nCoV 
677,2020-02-24,-8,Coronavirus 2019-nCoV Nådde Italien i stor skala
678,2020-02-23,-6,Coronavirus 2019-nCoV Nådde Italien i stor skala
679,2020-02-07,-4,Coronavirus 2019-nCoV
680,2020-02-08,-4,Coronavirus 2019-nCoV
681,2020-02-09,-4,Coronavirus 2019-nCoV
682,2020-02-10,-4,Coronavirus 2019-nCoV
683,2020-02-11,-4,Coronavirus 2019-nCoV
684,2020-02-12,-4,Coronavirus 2019-nCoV
685,2020-02-13,-4,Coronavirus 2019-nCoV
686,2020-02-14,-4,Coronavirus 2019-nCoV
687,2020-02-15,-4,Coronavirus 2019-nCoV
688,2020-02-16,-4,Coronavirus 2019-nCoV
689,2020-02-17,-4,Coronavirus 2019-nCoV
690,2020-02-18,-4,Coronavirus 2019-nCoV
691,2020-02-19,-4,Coronavirus 2019-nCoV
692,2020-02-20,-4,Coronavirus 2019-nCoV
693,2020-02-21,-4,Coronavirus 2019-nCoV
694,2020-02-22,-4,Coronavirus 2019-nCoV
695,2020-02-03,-3,Coronavirus 2019-nCoV
696,2020-02-04,-3,Coronavirus 2019-nCoV
697,2020-02-05,-3,Coronavirus 2019-nCoV
698,2020-02-06,-3,Coronavirus 2019-nCoV
699,2020-01-31,-2,Coronavirus 2019-nCoV
700,2020-02-01,-2,Coronavirus 2019-nCoV
701,2020-02-02,-2,Coronavirus 2019-nCoV
702,2020-01-25,-1,Coronavirus 2019-nCoV
703,2020-01-26,-1,Coronavirus 2019-nCoV
704,2020-01-27,-1,Coronavirus 2019-nCoV
705,2020-01-28,-1,Coronavirus 2019-nCoV
706,2020-01-29,-1,Coronavirus 2019-nCoV
707,2020-01-30,-1,Coronavirus 2019-nCoV
708,2020-01-16,-3,Problems with the site 16.00-18.20
709,2019-11-07,2,Lufthansa strike 18 departures from Sweden cancelled 
710,2019-11-04,0,"New call to action 'Gå till resa' added to increase conversion rate, it did från 22 to 28%(version+1"
711,2019-11-01,-4,Perturbations due to launch of new design
712,2019-11-02,-4,Perturbations due to launch of new design
713,2019-11-03,-4,Perturbations due to launch of new design
714,2019-10-29,-8,Perturbations due to launch of new design
715,2019-10-30,-8,Perturbations due to launch of new design
716,2019-10-31,-8,Perturbations due to launch of new design
717,2019-09-23,5,Thomas Cook (Ving's owner) went bankrupt today
718,2019-09-10,-2,Unexpectedly warm and sunny weather in large parts of the Sweden
719,2019-04-26,10,SAS pilots strike. All trips cancelled and people need to rebook them selves
720,2019-04-27,10,SAS pilots strike. All trips cancelled and people need to rebook them selves
721,2019-04-28,10,SAS pilots strike. All trips cancelled and people need to rebook them selves
722,2019-04-29,10,SAS pilots strike. All trips cancelled and people need to rebook them selves
723,2019-01-31,-2,Tele2 reported big problem with their mobile network until at least 06.30
724,2019-01-27,-5,Snow storm West/South of Sweden
725,2018-11-23,6,"Black Friday, some airlines seems to dump really cheap fares even in the OTA channel"
726,2018-09-09,-10,Election day in Sweden
727,2018-07-03,-6,Sverige - Schweiz åttondelsfinal  Soccer World Championship
728,2018-06-26,-8,Warm weather even for this season
729,2018-06-27,-8,Warm weather even for this season
730,2018-06-28,-8,Warm weather even for this season
731,2018-06-27,-4,Sverige - Mexico Soccer World Championship
732,2018-06-23,-4,Sverige - Tyskland Soccer World Championship
733,2018-05-05,-10,Warm weather
734,2018-05-06,-10,Warm weather
735,2018-05-07,-10,Warm weather
736,2018-05-08,-10,Warm weather
737,2018-05-09,-10,Warm weather
738,2018-05-10,-10,Warm weather
739,2018-05-11,-10,Warm weather
740,2018-05-12,-10,Warm weather
741,2018-05-13,-10,Warm weather
742,2018-05-14,-10,Warm weather
743,2018-05-15,-10,Warm weather
744,2018-05-16,-10,Warm weather
745,2018-05-17,-10,Warm weather
746,2018-05-18,-10,Warm weather
747,2018-05-19,-10,Warm weather
748,2018-05-20,-10,Warm weather
749,2018-05-21,-10,Warm weather
750,2018-05-22,-10,Warm weather
751,2018-05-23,-10,Warm weather
752,2018-05-24,-10,Warm weather
753,2018-05-25,-10,Warm weather
754,2018-04-26,-3,Staility issues on the site. Loadtimes are long
755,2018-04-13,-2,Routing issues 10-14 at IP-Only decrease traffic
756,2018-03-21,0,We are testing to stop alla our search [Google and Bing]
757,2018-03-22,0,We are testing to stop alla our search [Google and Bing]
758,2018-03-19,-3,A one hour outage on the site around 13.40 to 14.40
759,2018-03-08,3,Momondo has major issues
760,2018-03-09,3,Momondo has major issues
761,2018-03-10,3,Momondo has major issues
762,2018-03-11,3,Momondo has major issues
763,2018-03-12,3,Momondo has major issues
764,2018-02-23,-3,extreme snow weather
765,2018-02-24,-3,extreme snow weather
766,2018-02-25,-3,extreme snow weather
767,2018-02-26,-3,extreme snow weather
768,2018-02-27,-3,extreme snow weather
769,2018-02-28,-3,extreme snow weather
770,2018-03-01,-3,extreme snow weather
771,2018-02-15,-3,Swedish skiiing gold and then more Olympics
772,2018-02-14,-3,Sweden vs South Korea Curling - Olympics and other olympics
773,2018-02-13,-4,Olympic gold for Sweden in skiiing during olympics
